-172.641, 161.934, 0.000 
-172.641, 161.934, 16.634 
-172.641, 161.934, 16.634 
-172.641, 161.934, 18.718 
-172.641, 161.934, 18.718 
-172.641, 161.934, 20.969 
-172.641, 161.934, 20.969 
-172.641, 161.934, 23.244 
-172.641, 161.934, 23.244 
-172.641, 161.934, 25.457 
-172.641, 161.934, 25.457 
-172.641, 161.934, 27.655 
-172.641, 161.934, 27.655 
-172.641, 161.934, 29.855 
-172.641, 161.934, 29.855 
-172.641, 161.934, 29.855 
-172.641, 161.934, 23.749 
-172.641, 161.934, 23.749 
-172.641, 161.935, 4.855 
-172.640, 161.935, 1.888 
-172.640, 161.935, 1.888 
-172.640, 161.935, 0.619 
-172.640, 161.935, 0.619 
-172.640, 161.935, 0.619 
-172.640, 161.935, 0.045 
-172.640, 161.935, 0.300 
-172.640, 161.935, 0.300 
-172.640, 161.935, 0.382 
-172.640, 161.935, 0.382 
-172.640, 161.935, 0.379 
-172.640, 161.935, 0.379 
-172.640, 161.935, 0.379 
-172.640, 161.935, 0.328 
-172.640, 161.935, 0.328 
-172.640, 161.935, 0.275 
-172.640, 161.935, 0.275 
-172.640, 161.935, 0.217 
-172.640, 161.935, 0.217 
-172.640, 161.935, 0.168 
-172.640, 161.935, 0.168 
-172.640, 161.935, 0.111 
-172.640, 161.935, 0.111 
-172.640, 161.935, 0.080 
-172.640, 161.935, 0.080 
-172.640, 161.935, 0.065 
-172.640, 161.935, 0.065 
-172.640, 161.935, 0.000 
-172.640, 161.935, 0.000 
-172.640, 161.935, 0.000 
-172.640, 161.935, 0.000 
-172.640, 161.935, 0.000 
-172.640, 161.935, 0.000 
-172.640, 161.935, 0.000 
-172.640, 161.935, 0.000 
-172.640, 161.935, 0.000 
-172.640, 161.935, 0.000 
-172.640, 161.935, 0.000 
-172.640, 161.935, 0.000 
-172.640, 161.935, 0.000 
-172.640, 161.935, 0.000 
-172.640, 161.935, 0.000 
-172.640, 161.935, 0.000 
-172.640, 161.935, 0.000 
-172.640, 161.935, 0.000 
-172.640, 161.935, 0.000 
-172.640, 161.935, 0.000 
