60.873000000000005,-313.41900000000004,7.053999999999999
61.218,-313.323,5.961
61.592,-313.233,4.842
62.032,-313.135,3.5180000000000002
62.321999999999996,-313.04400000000004,1.392
62.68600000000001,-312.952,0.43200000000000005
63.08,-312.851,5.0489999999999995
63.42100000000001,-312.746,7.109
63.788000000000004,-312.64,7.3660000000000005
64.169,-312.54,7.348
64.523,-312.447,7.609
64.938,-312.337,9.917
65.355,-312.22700000000003,11.753
65.71,-312.131,13.107999999999999
66.097,-312.028,14.462
66.52600000000001,-311.914,15.834000000000001
66.997,-311.789,17.224
67.503,-311.656,18.605999999999998
68.044,-311.513,19.967
68.447,-311.407,20.915
68.843,-311.302,21.8
69.483,-311.134,23.139
69.953,-311.01099999999997,24.063000000000002
70.464,-310.877,25.018
70.946,-310.749,25.855999999999998
71.44,-310.606,26.678
71.938,-310.464,26.77
72.455,-310.319,26.741
72.984,-310.172,26.712
73.48100000000001,-310.033,26.685
73.972,-309.89599999999996,26.658
74.495,-309.75,26.63
75.247,-309.54,26.781
75.774,-309.392,27.799
76.308,-309.243,28.683000000000003
76.904,-309.077,29.559
77.435,-308.92900000000003,30.273000000000003
78.045,-308.759,31.041
78.66,-308.58799999999997,31.772
79.565,-308.337,32.792
80.199,-308.161,33.475
80.54,-308.067,33.833
80.875,-307.974,34.179
81.527,-307.79400000000004,34.84
82.208,-307.606,35.51
82.87299999999999,-307.422,36.148
83.213,-307.329,36.467
83.57700000000001,-307.228,36.805
83.944,-307.128,37.141999999999996
84.34100000000001,-307.018,37.501999999999995
84.734,-306.91,37.853
85.48700000000001,-306.704,38.513000000000005
85.84200000000001,-306.606,38.82
86.20700000000001,-306.506,39.131
86.568,-306.407,39.436
86.95100000000001,-306.303,39.755
87.331,-306.199,40.068000000000005
88.08200000000001,-305.994,40.677
88.46700000000001,-305.889,40.985
88.833,-305.789,41.273999999999994
89.225,-305.682,41.495
89.615,-305.57599999999996,41.473
90.01799999999999,-305.466,41.449
90.435,-305.353,41.424
90.891,-305.22900000000004,41.397
91.696,-305.01,41.35
92.109,-304.89799999999997,41.325
92.557,-304.777,41.299
92.91,-304.681,41.278
93.29799999999999,-304.575,41.255
94.042,-304.373,41.211000000000006
94.435,-304.267,41.188
94.811,-304.165,41.268
95.194,-304.061,41.583999999999996
95.91,-303.866,42.123999999999995
96.295,-303.762,42.388000000000005
96.691,-303.654,42.648
97.48700000000001,-303.439,43.138000000000005
97.945,-303.315,43.406000000000006
98.383,-303.19599999999997,43.655
98.788,-303.086,43.881
99.214,-302.971,44.114
99.611,-302.86400000000003,44.327
100.037,-302.749,44.553999999999995
100.887,-302.519,44.997
101.31299999999999,-302.405,45.216
101.755,-302.285,45.442
102.226,-302.159,45.68
102.676,-302.03700000000003,45.907
103.079,-301.92900000000003,46.108000000000004
103.94,-301.697,46.534
104.381,-301.579,46.751000000000005
104.824,-301.46,46.967
105.279,-301.33799999999997,47.188
105.694,-301.22700000000003,47.388000000000005
106.125,-301.111,47.595
106.584,-300.988,47.815
107.53,-300.735,48.263000000000005
108.006,-300.606,48.465
108.512,-300.467,48.70399999999999
109.03,-300.32599999999996,48.945
109.47,-300.20599999999996,49.148999999999994
109.916,-300.084,49.354
110.83200000000001,-299.835,49.772
111.306,-299.705,49.986000000000004
111.75399999999999,-299.58299999999997,50.187
112.215,-299.457,50.393
112.685,-299.328,50.602
113.59100000000001,-299.08,51.001000000000005
114.05,-298.955,50.973
114.509,-298.829,50.945
114.946,-298.71,50.918
115.42299999999999,-298.579,50.888999999999996
116.34200000000001,-298.328,50.832
116.79799999999999,-298.204,50.803999999999995
117.25299999999999,-298.08,50.776
117.72399999999999,-297.95099999999996,50.746
118.161,-297.832,50.718999999999994
118.626,-297.705,50.691
119.493,-297.468,50.637
119.988,-297.33299999999997,50.607
120.43299999999999,-297.212,50.57899999999999
120.87700000000001,-297.09,50.718
121.30799999999999,-296.973,50.856
122.191,-296.73,51.103
122.64399999999999,-296.6,51.167
123.09200000000001,-296.469,51.18899999999999
123.553,-296.33299999999997,51.187
123.971,-296.211,51.161
124.89299999999999,-295.941,51.043
125.35600000000001,-295.80400000000003,50.963
125.807,-295.67,50.876999999999995
126.245,-295.54,50.786
126.694,-295.406,50.69
127.565,-295.144,50.493
127.99600000000001,-295.015,50.393
128.45,-294.878,50.286
128.89600000000002,-294.743,50.18
129.35,-294.605,50.071999999999996
129.81,-294.466,49.961999999999996
130.666,-294.207,49.755
131.102,-294.074,49.65
131.535,-293.943,49.545
131.981,-293.807,49.437
132.406,-293.678,49.333999999999996
132.836,-293.548,49.229
133.77,-293.26599999999996,48.986999999999995
134.201,-293.137,48.881
134.625,-293.01,48.778
135.071,-292.877,48.67
135.507,-292.746,48.56399999999999
136.421,-292.473,48.342
136.827,-292.35200000000003,48.244
137.28799999999998,-292.214,48.132
137.77700000000002,-292.068,48.013000000000005
138.205,-291.941,47.91
139.05700000000002,-291.687,47.703
139.503,-291.55400000000003,47.595
139.934,-291.426,47.49
140.369,-291.296,47.385
140.784,-291.17400000000004,47.27
141.19899999999998,-291.057,47.144
142.062,-290.822,46.903999999999996
142.91899999999998,-290.599,46.68600000000001
143.358,-290.485,46.58
143.768,-290.378,46.482
144.203,-290.265,46.376999999999995
145.035,-290.053,46.178000000000004
145.47899999999998,-289.94,46.071000000000005
145.921,-289.829,45.965
146.381,-289.714,45.855
146.804,-289.608,45.754
147.214,-289.506,45.656000000000006
148.076,-289.291,45.45
148.839,-289.10200000000003,45.266999999999996
149.259,-288.997,45.167
150.07,-288.796,44.973
